2024-01-02 15:01:128 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 15:01:976 INFO  ProductPage :109 - Hovering mouse over Blue Top : [[[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p]]
2024-01-02 15:01:134 INFO  ProductPage :116 - Click on Blue Top Add to Cart button : [[[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //div[@class = 'productinfo text-center']/p]]
2024-01-02 15:01:322 INFO  ProductPage :144 - Clicking on the view cart link: [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //u[normalize-space()='View Cart']]
2024-01-02 15:01:891 INFO  ShoppingCartPage :55 - Getting shopiing cart text : [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //li[@class='active']]
2024-01-02 15:01:77 INFO  ShoppingCartPage :71 - Clicking on procced to checkout button: [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //a[normalize-space()='Proceed To Checkout']]
2024-01-02 15:01:31 INFO  ShoppingCartPage :75 - Clicking on register link in checkout popup: [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //u[normalize-space()='Register / Login']]
2024-01-02 15:01:188 INFO  HomePage :73 - Sending the name text to signup field : [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //input[@data-qa='signup-email']]
2024-01-02 15:01:315 INFO  HomePage :75 - Sending the email text to signup field : [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //input[@data-qa='signup-email']]
2024-01-02 15:01:998 INFO  HomePage :91 - Clicking on Signup button : [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //button[normalize-space()='Signup']]
2024-01-02 15:01:530 INFO  RegisterPage :104 - Selecting radio button Mrs.
2024-01-02 15:01:644 INFO  RegisterPage :107 - Sending password to password field[[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> id: password]
2024-01-02 15:01:861 INFO  RegisterPage :109 - Selecting day from Day dropdown in DOB12
2024-01-02 15:01:991 INFO  RegisterPage :111 - Selecting month from Month dropdown in DOBApril
2024-01-02 15:01:157 INFO  RegisterPage :113 - Selecting year from Year dropdown in DOB1993
2024-01-02 15:01:315 INFO  RegisterPage :115 - Sending firstname to First Name field[[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> id: first_name]
2024-01-02 15:01:476 INFO  RegisterPage :117 - Sending lastname to Last Name fieldDevani
2024-01-02 15:01:610 INFO  RegisterPage :119 - Sending address1 to Address1 fieldkrishnakunj
2024-01-02 15:01:755 INFO  RegisterPage :121 - Sending address2 to Address2 fieldVastrapur
2024-01-02 15:01:855 INFO  RegisterPage :123 - Selecting country from Country dropdownIndia
2024-01-02 15:01:40 INFO  RegisterPage :125 - Sending state to State fieldGujarat
2024-01-02 15:01:178 INFO  RegisterPage :127 - Sending city to City fieldAhmedabad
2024-01-02 15:01:316 INFO  RegisterPage :129 - Sending zipcode to Zipcode field380015
2024-01-02 15:01:448 INFO  RegisterPage :131 - Sending mobilenumber to Mobile Number field[[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> id: mobile_number]
2024-01-02 15:01:573 INFO  RegisterPage :140 - Clicking on News Letter Subscription Check Box : [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //input[@id='newsletter']]
2024-01-02 15:01:652 INFO  RegisterPage :145 - Clicking on Receive Special Offer Check Box : [[ChromeDriver: chrome on windows (543d23cea4d88a9589dd76a6d227e708)] -> xpath: //input[@id='optin']]
2024-01-02 15:01:528 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 15:01:605 INFO  HomePage :176 - Scrolling down to subscription
2024-01-02 15:01:628 INFO  HomePage :180 - Getting Subscription text : [[ChromeDriver: chrome on windows (661c687b344bd8bda22d8d39b8f8f43a)] -> xpath: //h2[normalize-space()='Subscription']]
2024-01-02 15:01:712 INFO  HomePage :227 - Clicking on bottom right corner arrow button : [[ChromeDriver: chrome on windows (661c687b344bd8bda22d8d39b8f8f43a)] -> xpath: //i[@class='fa fa-angle-up']]
2024-01-02 15:01:745 INFO  HomePage :231 - Getting full fledged text from top of the page : [[ChromeDriver: chrome on windows (661c687b344bd8bda22d8d39b8f8f43a)] -> xpath: //div[@class='item active']//h2[contains(text(),'Full-Fledged practice website for Automation Engin')]]
2024-01-02 15:01:150 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 15:01:390 INFO  HomePage :176 - Scrolling down to subscription
2024-01-02 15:01:419 INFO  HomePage :180 - Getting Subscription text : [[ChromeDriver: chrome on windows (ee143a65e4842464e6085a48adffc42a)] -> xpath: //h2[normalize-space()='Subscription']]
2024-01-02 15:01:900 INFO  HomePage :207 - Scroll up to (0,0)
2024-01-02 15:01:928 INFO  HomePage :231 - Getting full fledged text from top of the page : [[ChromeDriver: chrome on windows (ee143a65e4842464e6085a48adffc42a)] -> xpath: //div[@class='item active']//h2[contains(text(),'Full-Fledged practice website for Automation Engin')]]
2024-01-02 15:01:368 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 15:01:513 INFO  HomePage :118 - Clicking on header option Signup/Login : [[ChromeDriver: chrome on windows (e2f4be0247229d0c38fc1f307d07aca6)] -> xpath: //a[normalize-space()='Signup / Login']]
2024-01-02 15:01:595 INFO  HomePage :58 - Getting text as Login to your account : [[ChromeDriver: chrome on windows (e2f4be0247229d0c38fc1f307d07aca6)] -> xpath: //h2[normalize-space()='Login to your account']]
2024-01-02 15:01:763 INFO  HomePage :80 - Sending data to Email Address Field in Login : [[ChromeDriver: chrome on windows (e2f4be0247229d0c38fc1f307d07aca6)] -> xpath: //input[@data-qa='login-email']]
2024-01-02 15:01:877 INFO  HomePage :82 - Sending data to Password Field in Login : [[ChromeDriver: chrome on windows (e2f4be0247229d0c38fc1f307d07aca6)] -> xpath: //input[@placeholder='Password']]
2024-01-02 15:01:567 INFO  HomePage :88 - Clicking on Login button : [[ChromeDriver: chrome on windows (e2f4be0247229d0c38fc1f307d07aca6)] -> xpath: //button[normalize-space()='Login']]
2024-01-02 15:01:647 INFO  HomePage :169 - Getting text from login page : Proxy element for: DefaultElementLocator 'By.xpath: //li[10]//a[1]'
2024-01-02 15:01:621 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 15:01:677 INFO  HomePage :118 - Clicking on header option Signup/Login : [[ChromeDriver: chrome on windows (35eec166a9c3ed2a1e2cc88c20ae5145)] -> xpath: //a[normalize-space()='Signup / Login']]
2024-01-02 15:01:440 INFO  HomePage :58 - Getting text as Login to your account : [[ChromeDriver: chrome on windows (35eec166a9c3ed2a1e2cc88c20ae5145)] -> xpath: //h2[normalize-space()='Login to your account']]
2024-01-02 15:01:973 INFO  HomePage :80 - Sending data to Email Address Field in Login : [[ChromeDriver: chrome on windows (35eec166a9c3ed2a1e2cc88c20ae5145)] -> xpath: //input[@data-qa='login-email']]
2024-01-02 15:01:106 INFO  HomePage :82 - Sending data to Password Field in Login : [[ChromeDriver: chrome on windows (35eec166a9c3ed2a1e2cc88c20ae5145)] -> xpath: //input[@placeholder='Password']]
2024-01-02 15:01:141 INFO  HomePage :88 - Clicking on Login button : [[ChromeDriver: chrome on windows (35eec166a9c3ed2a1e2cc88c20ae5145)] -> xpath: //button[normalize-space()='Login']]
2024-01-02 15:01:165 INFO  HomePage :64 - Getting text for invalid credentials while login : [[ChromeDriver: chrome on windows (35eec166a9c3ed2a1e2cc88c20ae5145)] -> xpath: //p[normalize-space()='Your email or password is incorrect!']]
2024-01-02 15:01:718 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 15:01:771 INFO  HomePage :118 - Clicking on header option Signup/Login : [[ChromeDriver: chrome on windows (4905464ec971cff7023aa34e083c2e3f)] -> xpath: //a[normalize-space()='Signup / Login']]
2024-01-02 15:01:167 INFO  HomePage :58 - Getting text as Login to your account : [[ChromeDriver: chrome on windows (4905464ec971cff7023aa34e083c2e3f)] -> xpath: //h2[normalize-space()='Login to your account']]
2024-01-02 15:01:386 INFO  HomePage :80 - Sending data to Email Address Field in Login : [[ChromeDriver: chrome on windows (4905464ec971cff7023aa34e083c2e3f)] -> xpath: //input[@data-qa='login-email']]
2024-01-02 15:01:508 INFO  HomePage :82 - Sending data to Password Field in Login : [[ChromeDriver: chrome on windows (4905464ec971cff7023aa34e083c2e3f)] -> xpath: //input[@placeholder='Password']]
2024-01-02 15:01:420 INFO  HomePage :88 - Clicking on Login button : [[ChromeDriver: chrome on windows (4905464ec971cff7023aa34e083c2e3f)] -> xpath: //button[normalize-space()='Login']]
2024-01-02 15:01:438 INFO  HomePage :169 - Getting text from login page : Proxy element for: DefaultElementLocator 'By.xpath: //li[10]//a[1]'
2024-01-02 15:01:401 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 15:01:451 INFO  HomePage :118 - Clicking on header option Signup/Login : [[ChromeDriver: chrome on windows (146780c91108368e9edf8e7e39d7e967)] -> xpath: //a[normalize-space()='Signup / Login']]
2024-01-02 15:01:188 INFO  HomePage :80 - Sending data to Email Address Field in Login : [[ChromeDriver: chrome on windows (146780c91108368e9edf8e7e39d7e967)] -> xpath: //input[@data-qa='login-email']]
2024-01-02 15:01:298 INFO  HomePage :82 - Sending data to Password Field in Login : [[ChromeDriver: chrome on windows (146780c91108368e9edf8e7e39d7e967)] -> xpath: //input[@placeholder='Password']]
2024-01-02 15:01:754 INFO  HomePage :88 - Clicking on Login button : [[ChromeDriver: chrome on windows (146780c91108368e9edf8e7e39d7e967)] -> xpath: //button[normalize-space()='Login']]
2024-01-02 15:01:838 INFO  HomePage :169 - Getting text from login page : Proxy element for: DefaultElementLocator 'By.xpath: //li[10]//a[1]'
2024-01-02 15:01:727 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 15:01:774 INFO  HomePage :148 - Clicking on header option Product : [[ChromeDriver: chrome on windows (bc8098bfa8429b5f04808c8a84ecec30)] -> xpath: //a[@href='/products']]
2024-01-02 15:01:20 INFO  ProductPage :101 - Getting all product text[[ChromeDriver: chrome on windows (bc8098bfa8429b5f04808c8a84ecec30)] -> xpath: //h2[normalize-space()='All Products']]
2024-01-02 15:01:768 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 15:01:875 INFO  HomePage :148 - Clicking on header option Product : [[ChromeDriver: chrome on windows (8816366615b92d37e508db13efad11aa)] -> xpath: //a[@href='/products']]
2024-01-02 15:01:456 INFO  ProductPage :101 - Getting all product text[[ChromeDriver: chrome on windows (8816366615b92d37e508db13efad11aa)] -> xpath: //h2[normalize-space()='All Products']]
2024-01-02 15:01:112 INFO  ProductPage :124 - Sending the data to search product field [[ChromeDriver: chrome on windows (8816366615b92d37e508db13efad11aa)] -> id: search_product]
2024-01-02 15:01:135 INFO  ProductPage :129 - Clicking on search button[[ChromeDriver: chrome on windows (8816366615b92d37e508db13efad11aa)] -> xpath: //i[@class='fa fa-search']]
2024-01-02 15:01:164 INFO  ProductPage :133 - Verifying the searched Products text[[ChromeDriver: chrome on windows (8816366615b92d37e508db13efad11aa)] -> xpath: //h2[normalize-space()='Searched Products']]
2024-01-02 15:01:203 INFO  ProductPage :138 - Getting Searched Product name: [[ChromeDriver: chrome on windows (8816366615b92d37e508db13efad11aa)] -> xpath: //div[@class='productinfo text-center']//p]
2024-01-02 15:01:994 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 15:01:59 INFO  HomePage :148 - Clicking on header option Product : [[ChromeDriver: chrome on windows (9d1276f9e52a9ce241a52c8c9da9a515)] -> xpath: //a[@href='/products']]
